sgRNA,Cell_line,Replicate,Timepoint,gene,Treatment,diff,type,TP,FP,AUC
sgSOX14_6,Hbe,R2,T5,SOX14,No,0.557102787781715,-,0.991496598639456,0.820469798657718,0.954238574624481
sgSNX16_6,Hbe,R2,T4,SNX16,No,0.557267165029897,-,0.996598639455782,0.895973154362416,0.946659704150116
sgNLRP8_5,Hbe,R2,T5,NLRP8,No,0.55756422728907,-,0.991496598639456,0.822147651006711,0.954238574624481
sgMT1M_4,Susa,R2,T4,MT1M,No,0.557673435216317,-,0.98469387755102,0.954697986577181,0.845763137469753
sgGFRA1_2,Hbe,R1,T5,GFRA1,No,0.557921549358011,-,0.991496598639456,0.855704697986577,0.948229123864311
sgTRAPPC1_1,Hbe,R1,T5,TRAPPC1,No,0.55793300788329,+,0.993197278911565,0.855704697986577,0.948229123864311
sgTGIF2LY_4,Hbe,R2,T4,TGIF2LY,No,0.557941317088558,-,0.996598639455782,0.897651006711409,0.946659704150116
sgAADACL2_4,Susa,R1,T5,AADACL2,No,0.558040155725855,-,0.998299319727891,0.966442953020134,0.94936481303931
sgPOMZP3_1,Hbe,R1,T4,POMZP3,No,0.558187212764497,-,0.998299319727891,0.88255033557047,0.955950668858147
sgDNAJC15_1,Hbe,R2,T5,DNAJC15,No,0.558282788120245,-,0.991496598639456,0.823825503355705,0.954238574624481
sgPHF19_2,Hbe,R1,T5,PHF19,No,0.558363481615403,-,0.993197278911565,0.85738255033557,0.948229123864311
sgCNPY1_3,Susa,R2,T5,CNPY1,No,0.558366648860414,-,0.98469387755102,0.926174496644295,0.881129297356526
sgDCX_1,Hbe,R1,T6,DCX,No,0.558379606864834,-,0.996598639455782,0.894295302013423,0.940955576861617
sgPOMZP3_6,Hbe,R1,T6,POMZP3,No,0.558463409501066,-,0.996598639455782,0.895973154362416,0.940955576861617
sgSLMO1_1,Hbe,R2,T5,SLMO1,No,0.558622719883991,-,0.991496598639456,0.825503355704698,0.954238574624481
sgLIM2_1,Susa,R2,T3,LIM2,No,0.558910516588414,-,0.977891156462585,0.963087248322148,0.804724238688764
sgSLMO1_3,Susa,R1,T5,SLMO1,No,0.559277834274919,-,0.998299319727891,0.968120805369127,0.94936481303931
sgTRIM40_5,Susa,R1,T6,TRIM40,No,0.559456021437827,-,0.996598639455782,0.941275167785235,0.935257156553897
sgSNRPD2_2,Susa,R2,T6,SNRPD2,No,0.559754808596255,+,0.986394557823129,0.912751677852349,0.862398986440214
sgSPOP_4,Susa,R2,T5,SPOP,No,0.559957196145039,-,0.98469387755102,0.927852348993289,0.881129297356526
sgEIF4E2_4,Hbe,R2,T6,EIF4E2,No,0.560313899836399,-,0.989795918367347,0.810402684563758,0.959497557412227
sgSOX14_6,Hbe,R1,T4,SOX14,No,0.560357708958382,-,0.998299319727891,0.884228187919463,0.955950668858147
sgNLRP5_3,Hbe,R2,T4,NLRP5,No,0.561445018363276,-,0.996598639455782,0.899328859060403,0.946659704150116
sgEIF4E2_5,Hbe,R2,T4,EIF4E2,No,0.561479058677314,-,0.996598639455782,0.901006711409396,0.946659704150116
sgLAS1L_2,Hbe,R2,T3,LAS1L,No,0.561691669730998,+,0.994897959183674,0.924496644295302,0.910426083184952
sgPOMZP3_1,Hbe,R1,T4,POMZP3,No,0.56200875352183,-,0.998299319727891,0.885906040268456,0.955950668858147
sgIL12B_2,Hbe,R2,T3,IL12B,No,0.562067446827199,-,0.994897959183674,0.926174496644295,0.910426083184952
sgDCX_1,Hbe,R1,T5,DCX,No,0.562109579046054,-,0.993197278911565,0.859060402684564,0.948229123864311
sgGFM1_6,Hbe,R2,T3,GFM1,No,0.562323776453032,+,0.996598639455782,0.926174496644295,0.910426083184952
sgSPOP_1,Hbe,R1,T6,SPOP,No,0.56236866522466,-,0.996598639455782,0.897651006711409,0.940955576861617
sgTSPY8_3,Hbe,R2,T4,TSPY8,No,0.562745301086392,-,0.996598639455782,0.902684563758389,0.946659704150116
sgS100G_2,Hbe,R1,T4,S100G,No,0.563477587917056,-,0.998299319727891,0.88758389261745,0.955950668858147
sgTCAIM_6,Hbe,R2,T6,TCAIM,No,0.563626711730087,-,0.989795918367347,0.812080536912752,0.959497557412227
sgUBQLN3_2,Hbe,R2,T3,UBQLN3,No,0.563659716124795,-,0.996598639455782,0.927852348993289,0.910426083184952
sgMYO1B_3,Hbe,R2,T6,MYO1B,No,0.563902720587006,-,0.989795918367347,0.813758389261745,0.959497557412227
sgUSP39_5,Susa,R2,T5,USP39,No,0.563904830306738,+,0.986394557823129,0.927852348993289,0.881129297356526
sgUBQLN3_2,Hbe,R1,T4,UBQLN3,No,0.564124381998903,-,0.998299319727891,0.889261744966443,0.955950668858147
sgTSPY8_3,Susa,R1,T5,TSPY8,No,0.564461635653911,-,0.998299319727891,0.969798657718121,0.94936481303931
sgPSMB3_5,Susa,R2,T1,PSMB3,No,0.564474266811704,+,0.94047619047619,0.993288590604027,0.343665822033511
sgNLRP5_3,Hbe,R1,T5,NLRP5,No,0.564765221260629,-,0.993197278911565,0.860738255033557,0.948229123864311
sgBMP10_5,Hbe,R2,T5,BMP10,No,0.564879202580306,-,0.991496598639456,0.827181208053691,0.954238574624481
sgBANF2_1,Hbe,R1,T5,BANF2,No,0.565453409712773,-,0.993197278911565,0.86241610738255,0.948229123864311
sgDCX_3,Hbe,R1,T4,DCX,No,0.565500017639809,-,0.998299319727891,0.890939597315436,0.955950668858147
sgUBQLN3_3,Susa,R1,T4,UBQLN3,No,0.565637976419188,-,0.996598639455782,0.988255033557047,0.941529128429895
sgIMP4_1,Susa,R2,T6,IMP4,No,0.565652735270785,+,0.988095238095238,0.912751677852349,0.862398986440214
sgNDC80_3,Susa,R2,T3,NDC80,No,0.565723251631071,+,0.979591836734694,0.963087248322148,0.804724238688764
sgFAT1_1,Hbe,R1,T5,FAT1,No,0.566196608652337,-,0.993197278911565,0.864093959731544,0.948229123864311
sgTCAIM_6,Susa,R1,T6,TCAIM,No,0.566428722890421,-,0.996598639455782,0.942953020134228,0.935257156553897
sgCNPY1_5,Hbe,R1,T4,CNPY1,No,0.566440127895433,-,0.998299319727891,0.89261744966443,0.955950668858147
sgSPOP_5,Susa,R2,T3,SPOP,No,0.566556733807508,-,0.979591836734694,0.964765100671141,0.804724238688764
sgEIF4E2_4,Hbe,R1,T6,EIF4E2,No,0.566862679414144,-,0.996598639455782,0.899328859060403,0.940955576861617
sgBRAF_4,Hbe,R1,T6,BRAF,No,0.567095865233934,-,0.996598639455782,0.901006711409396,0.940955576861617
sgDCX_3,Hbe,R1,T3,DCX,No,0.567161086441986,-,0.994897959183674,0.947986577181208,0.922673263936447
sgNUDT5_1,Susa,R2,T6,NUDT5,No,0.567206303767915,-,0.988095238095238,0.914429530201342,0.862398986440214
sgC9orf16_4,Hbe,R2,T6,C9orf16,No,0.567434895043875,-,0.989795918367347,0.815436241610738,0.959497557412227
sgDNAJC15_6,Hbe,R1,T6,DNAJC15,No,0.567708667571708,-,0.996598639455782,0.902684563758389,0.940955576861617
sgTSPY8_6,Hbe,R1,T3,TSPY8,No,0.568104887162064,-,0.994897959183674,0.949664429530201,0.922673263936447
sgNREP_1,Hbe,R1,T6,NREP,No,0.568179171475085,-,0.996598639455782,0.904362416107383,0.940955576861617
sgPLCD4_4,Hbe,R2,T3,PLCD4,No,0.568190993470626,-,0.996598639455782,0.929530201342282,0.910426083184952
sgPRB1_3,Hbe,R1,T2,PRB1,No,0.568596722441634,-,0.993197278911565,0.978187919463087,0.764732570880701
sgSOX14_6,Hbe,R2,T6,SOX14,No,0.568951173816213,-,0.989795918367347,0.817114093959732,0.959497557412227
sgST3GAL3_1,Hbe,R1,T6,ST3GAL3,No,0.56903885135344,-,0.996598639455782,0.906040268456376,0.940955576861617
sgTCAIM_2,Hbe,R2,T6,TCAIM,No,0.569090050205931,-,0.989795918367347,0.818791946308725,0.959497557412227
sgAADAT_3,Hbe,R2,T6,AADAT,No,0.569245407946764,-,0.989795918367347,0.820469798657718,0.959497557412227
sgFAT1_4,Hbe,R1,T3,FAT1,No,0.569403193883359,-,0.994897959183674,0.951342281879195,0.922673263936447
sgFAT1_3,Susa,R1,T6,FAT1,No,0.569721180409462,-,0.996598639455782,0.944630872483222,0.935257156553897
sgST3GAL3_3,Hbe,R2,T5,ST3GAL3,No,0.569776411819198,-,0.991496598639456,0.828859060402685,0.954238574624481
sgSVIP_2,Hbe,R1,T5,SVIP,No,0.569962688155776,-,0.993197278911565,0.865771812080537,0.948229123864311
sgCGB1_5,Hbe,R2,T6,CGB1,No,0.569969869000662,-,0.989795918367347,0.822147651006711,0.959497557412227
sgPICALM_3,Susa,R2,T4,PICALM,No,0.570078578613027,-,0.98469387755102,0.956375838926175,0.845763137469753
sgSPOP_1,Hbe,R2,T4,SPOP,No,0.570372151947716,-,0.996598639455782,0.904362416107383,0.946659704150116
sgZNF552_2,Susa,R1,T6,ZNF552,No,0.570459122615272,-,0.996598639455782,0.946308724832215,0.935257156553897
sgNREP_4,Hbe,R1,T4,NREP,No,0.57057750467746,-,0.998299319727891,0.894295302013423,0.955950668858147
sgWDR61_2,Hbe,R2,T1,WDR61,No,0.570585486788356,+,0.988095238095238,0.993288590604027,0.522976304615806
sgBANF2_1,Hbe,R2,T5,BANF2,No,0.570599005303217,-,0.991496598639456,0.830536912751678,0.954238574624481
sgXPO1_5,Susa,R2,T1,XPO1,No,0.570800314804024,+,0.942176870748299,0.993288590604027,0.343665822033511
sgTGIF2LY_6,Hbe,R2,T3,TGIF2LY,No,0.571026344675862,-,0.996598639455782,0.931208053691275,0.910426083184952
sgCNPY1_6,Susa,R1,T6,CNPY1,No,0.571067639609939,-,0.996598639455782,0.947986577181208,0.935257156553897
sgMYO1B_4,Susa,R2,T5,MYO1B,No,0.571120593391599,-,0.986394557823129,0.929530201342282,0.881129297356526
sgST3GAL3_6,Hbe,R1,T1,ST3GAL3,No,0.571160767954215,-,0.989795918367347,0.996644295302013,0.474327146966169
sgWDR61_1,Susa,R2,T6,WDR61,No,0.571479188303655,+,0.989795918367347,0.914429530201342,0.862398986440214
sgFAT1_3,Hbe,R1,T5,FAT1,No,0.572084221750181,-,0.993197278911565,0.86744966442953,0.948229123864311
sgAIG1_2,Hbe,R1,T6,AIG1,No,0.572134762206663,-,0.996598639455782,0.907718120805369,0.940955576861617
sgYARS2_4,Hbe,R2,T1,YARS2,No,0.572192635489442,+,0.989795918367347,0.993288590604027,0.522976304615806
sgCOTL1_4,Hbe,R1,T3,COTL1,No,0.572309003368081,-,0.994897959183674,0.953020134228188,0.922673263936447
sgPRB1_3,Hbe,R1,T2,PRB1,No,0.572425839682564,-,0.993197278911565,0.979865771812081,0.764732570880701
sgBANF2_5,Hbe,R1,T4,BANF2,No,0.572667572185811,-,0.998299319727891,0.895973154362416,0.955950668858147
sgCOTL1_4,Hbe,R2,T3,COTL1,No,0.572773790550432,-,0.996598639455782,0.932885906040268,0.910426083184952
sgSOX1_6,Hbe,R2,T3,SOX1,No,0.572848342745504,-,0.996598639455782,0.934563758389262,0.910426083184952
sgPTEN_2,Susa,R1,T4,PTEN,No,0.572971038982639,-,0.996598639455782,0.98993288590604,0.941529128429895
sgAIG1_4,Hbe,R2,T3,AIG1,No,0.573093688713036,-,0.996598639455782,0.936241610738255,0.910426083184952
sgTRRAP_6,Hbe,R1,T2,TRRAP,No,0.573289676246817,+,0.994897959183674,0.979865771812081,0.764732570880701
sgTCAIM_1,Hbe,R1,T4,TCAIM,No,0.573514072948207,-,0.998299319727891,0.897651006711409,0.955950668858147
sgTSPY8_2,Susa,R1,T5,TSPY8,No,0.573630723903936,-,0.998299319727891,0.971476510067114,0.94936481303931
sgSNX16_5,Hbe,R2,T3,SNX16,No,0.573642330988639,-,0.996598639455782,0.937919463087248,0.910426083184952
sgAAR2_1,Hbe,R2,T6,AAR2,No,0.573883845636791,-,0.989795918367347,0.823825503355705,0.959497557412227
sgCNPY1_6,Susa,R2,T6,CNPY1,No,0.574374095466725,-,0.989795918367347,0.916107382550336,0.862398986440214
sgAADAT_1,Hbe,R2,T6,AADAT,No,0.574546031234022,-,0.989795918367347,0.825503355704698,0.959497557412227
sgAIG1_2,Susa,R2,T4,AIG1,No,0.574780990043519,-,0.98469387755102,0.958053691275168,0.845763137469753
sgTGIF2LY_3,Hbe,R2,T5,TGIF2LY,No,0.575430414550736,-,0.991496598639456,0.832214765100671,0.954238574624481
sgGFM1_6,Susa,R1,T4,GFM1,No,0.575539432072485,+,0.998299319727891,0.98993288590604,0.941529128429895
sgAADACL2_5,Hbe,R1,T2,AADACL2,No,0.575542882668839,-,0.994897959183674,0.981543624161074,0.764732570880701
sgDNAJC15_1,Hbe,R2,T4,DNAJC15,No,0.575560513314699,-,0.996598639455782,0.906040268456376,0.946659704150116
sgPICALM_2,Hbe,R1,T4,PICALM,No,0.575711011734939,-,0.998299319727891,0.899328859060403,0.955950668858147
sgDNAJC15_4,Susa,R1,T6,DNAJC15,No,0.575766358972724,-,0.996598639455782,0.949664429530201,0.935257156553897
sgUBQLN3_1,Susa,R2,T5,UBQLN3,No,0.575846399480143,-,0.986394557823129,0.931208053691275,0.881129297356526
sgUBQLN3_1,Hbe,R2,T5,UBQLN3,No,0.576226062829915,-,0.991496598639456,0.833892617449664,0.954238574624481
sgSLMO1_2,Hbe,R1,T6,SLMO1,No,0.576266671278318,-,0.996598639455782,0.909395973154362,0.940955576861617
sgSNX16_4,Hbe,R2,T5,SNX16,No,0.576456901407678,-,0.991496598639456,0.835570469798658,0.954238574624481
sgSPOP_5,Hbe,R2,T6,SPOP,No,0.576488768131953,-,0.989795918367347,0.827181208053691,0.959497557412227
sgNUDT5_5,Hbe,R2,T5,NUDT5,No,0.576556509049184,-,0.991496598639456,0.837248322147651,0.954238574624481
sgTSPY8_5,Hbe,R2,T4,TSPY8,No,0.576708156522826,-,0.996598639455782,0.907718120805369,0.946659704150116
sgAADACL2_1,Hbe,R2,T5,AADACL2,No,0.576744637840454,-,0.991496598639456,0.838926174496644,0.954238574624481
sgGFRA1_2,Hbe,R1,T3,GFRA1,No,0.57694634238763,-,0.994897959183674,0.954697986577181,0.922673263936447
sgAADAT_2,Hbe,R1,T6,AADAT,No,0.577162181604438,-,0.996598639455782,0.911073825503356,0.940955576861617
sgNREP_4,Hbe,R1,T3,NREP,No,0.577223623920967,-,0.994897959183674,0.956375838926175,0.922673263936447
sgTCAIM_3,Hbe,R1,T4,TCAIM,No,0.577264329483368,-,0.998299319727891,0.901006711409396,0.955950668858147
sgSPOP_2,Hbe,R1,T5,SPOP,No,0.577264828044012,-,0.993197278911565,0.869127516778524,0.948229123864311
sgTGIF2LY_6,Hbe,R1,T5,TGIF2LY,No,0.577456476620211,-,0.993197278911565,0.870805369127517,0.948229123864311
sgEIF4E2_3,Hbe,R2,T6,EIF4E2,No,0.577462476523636,-,0.989795918367347,0.828859060402685,0.959497557412227
sgPOMZP3_1,Hbe,R1,T5,POMZP3,No,0.577510741505536,-,0.993197278911565,0.87248322147651,0.948229123864311
sgTRRAP_3,Susa,R2,T1,TRRAP,No,0.57753298547635,+,0.943877551020408,0.993288590604027,0.343665822033511
sgSLMO1_4,Hbe,R1,T4,SLMO1,No,0.577670446779911,-,0.998299319727891,0.902684563758389,0.955950668858147
sgBOLA1_3,Hbe,R1,T6,BOLA1,No,0.577681722932653,-,0.996598639455782,0.912751677852349,0.940955576861617
sgS100G_3,Hbe,R1,T4,S100G,No,0.578130857470841,-,0.998299319727891,0.904362416107383,0.955950668858147
sgNUDT5_1,Susa,R2,T5,NUDT5,No,0.578713610733575,-,0.986394557823129,0.932885906040268,0.881129297356526
sgSOX1_5,Hbe,R2,T6,SOX1,No,0.578793085676407,-,0.989795918367347,0.830536912751678,0.959497557412227
sgPCNA_3,Susa,R2,T2,PCNA,No,0.578883534549128,+,0.959183673469388,0.986577181208054,0.594176596813222
sgACTL6A_5,Hbe,R2,T2,ACTL6A,No,0.579084362761479,+,0.998299319727891,0.978187919463087,0.806402091037757
sgTGIF2LY_3,Susa,R2,T4,TGIF2LY,No,0.579256895807168,-,0.98469387755102,0.959731543624161,0.845763137469753
sgSOX1_1,Susa,R1,T6,SOX1,No,0.57956913645124,-,0.996598639455782,0.951342281879195,0.935257156553897
sgABCA1_3,Hbe,R2,T5,ABCA1,No,0.579700833576408,-,0.991496598639456,0.840604026845638,0.954238574624481
sgKIR2DL1_6,Hbe,R1,T6,KIR2DL1,No,0.5797013736369,-,0.996598639455782,0.914429530201342,0.940955576861617
sgBRAF_1,Hbe,R1,T6,BRAF,No,0.57995518787595,-,0.996598639455782,0.916107382550336,0.940955576861617
sgPRB1_6,Hbe,R1,T3,PRB1,No,0.580022757712966,-,0.994897959183674,0.958053691275168,0.922673263936447
sgYARS2_4,Hbe,R2,T5,YARS2,No,0.580165986020842,+,0.993197278911565,0.840604026845638,0.954238574624481
sgEIF4E2_5,Susa,R1,T5,EIF4E2,No,0.580497781232963,-,0.998299319727891,0.973154362416107,0.94936481303931
sgLIM2_3,Susa,R2,T5,LIM2,No,0.580579524065997,-,0.986394557823129,0.934563758389262,0.881129297356526
sgCNPY1_1,Susa,R2,T4,CNPY1,No,0.580896890970382,-,0.98469387755102,0.961409395973154,0.845763137469753
sgSOX1_1,Hbe,R2,T3,SOX1,No,0.58094809561324,-,0.996598639455782,0.939597315436242,0.910426083184952
sgSNX16_1,Susa,R2,T5,SNX16,No,0.581321195021504,-,0.986394557823129,0.936241610738255,0.881129297356526
sgPLCD4_4,Hbe,R2,T4,PLCD4,No,0.581371667807805,-,0.996598639455782,0.909395973154362,0.946659704150116
sgAADACL2_5,Hbe,R1,T4,AADACL2,No,0.581610510375383,-,0.998299319727891,0.906040268456376,0.955950668858147
sgPRB1_6,Hbe,R2,T6,PRB1,No,0.581674469184176,-,0.989795918367347,0.832214765100671,0.959497557412227
sgIPO13_6,Hbe,R1,T5,IPO13,No,0.581732650630444,+,0.994897959183674,0.87248322147651,0.948229123864311
sgPRB1_6,Hbe,R1,T4,PRB1,No,0.58194256889534,-,0.998299319727891,0.907718120805369,0.955950668858147
sgPRB1_3,Hbe,R1,T4,PRB1,No,0.58211582993634,-,0.998299319727891,0.909395973154362,0.955950668858147
sgFAT1_6,Susa,R1,T6,FAT1,No,0.582180239782899,-,0.996598639455782,0.953020134228188,0.935257156553897
sgMT1M_6,Hbe,R2,T4,MT1M,No,0.582213481022102,-,0.996598639455782,0.911073825503356,0.946659704150116
sgTCAIM_2,Hbe,R1,T5,TCAIM,No,0.582558053147979,-,0.994897959183674,0.874161073825503,0.948229123864311
sgMYO1B_3,Hbe,R2,T3,MYO1B,No,0.58292995014929,-,0.996598639455782,0.941275167785235,0.910426083184952
sgADARB1_3,Susa,R2,T6,ADARB1,No,0.583155071483714,-,0.989795918367347,0.917785234899329,0.862398986440214
sgDCX_4,Hbe,R2,T4,DCX,No,0.583312816672409,-,0.996598639455782,0.912751677852349,0.946659704150116
sgNLRP8_1,Hbe,R2,T5,NLRP8,No,0.583382278689658,-,0.993197278911565,0.842281879194631,0.954238574624481
sgSPOP_1,Hbe,R1,T4,SPOP,No,0.583664867007748,-,0.998299319727891,0.911073825503356,0.955950668858147
sgS100G_6,Hbe,R2,T5,S100G,No,0.583917661039733,-,0.993197278911565,0.843959731543624,0.954238574624481
sgTSPY8_6,Hbe,R1,T4,TSPY8,No,0.584220502269168,-,0.998299319727891,0.912751677852349,0.955950668858147
sgST3GAL3_6,Hbe,R1,T4,ST3GAL3,No,0.584469400709266,-,0.998299319727891,0.914429530201342,0.955950668858147
sgCDC16_2,Susa,R2,T1,CDC16,No,0.584651778480484,+,0.945578231292517,0.993288590604027,0.343665822033511
sgBOLA1_4,Hbe,R2,T6,BOLA1,No,0.584792076376975,-,0.989795918367347,0.833892617449664,0.959497557412227
sgSVIP_2,Hbe,R2,T4,SVIP,No,0.584803779600045,-,0.996598639455782,0.914429530201342,0.946659704150116
sgNLRP8_1,Hbe,R1,T4,NLRP8,No,0.585187404154489,-,0.998299319727891,0.916107382550336,0.955950668858147
sgTGIF2LY_4,Hbe,R2,T6,TGIF2LY,No,0.585214461911273,-,0.989795918367347,0.835570469798658,0.959497557412227
sgMYO1B_4,Susa,R2,T6,MYO1B,No,0.585404810208391,-,0.989795918367347,0.919463087248322,0.862398986440214
sgEIF4E2_3,Hbe,R1,T5,EIF4E2,No,0.585563627894955,-,0.994897959183674,0.875838926174497,0.948229123864311
sgPRB1_5,Hbe,R2,T5,PRB1,No,0.585614216441374,-,0.993197278911565,0.845637583892617,0.954238574624481
sgUBQLN3_2,Hbe,R2,T6,UBQLN3,No,0.586388956596294,-,0.989795918367347,0.837248322147651,0.959497557412227
sgCNPY1_1,Hbe,R1,T4,CNPY1,No,0.586849830108059,-,0.998299319727891,0.917785234899329,0.955950668858147
sgS100G_5,Hbe,R1,T4,S100G,No,0.587305377029142,-,0.998299319727891,0.919463087248322,0.955950668858147
sgZNF432_1,Hbe,R2,T4,ZNF432,No,0.587352488136945,-,0.996598639455782,0.916107382550336,0.946659704150116
sgBMP10_6,Hbe,R1,T4,BMP10,No,0.587359655386255,-,0.998299319727891,0.921140939597315,0.955950668858147
sgADARB1_6,Hbe,R2,T4,ADARB1,No,0.587367976168075,-,0.996598639455782,0.917785234899329,0.946659704150116
sgEIF4E2_2,Susa,R1,T6,EIF4E2,No,0.587373932206661,-,0.996598639455782,0.954697986577181,0.935257156553897
sgPLCD4_3,Hbe,R1,T5,PLCD4,No,0.587550549006944,-,0.994897959183674,0.87751677852349,0.948229123864311
sgLIM2_3,Susa,R2,T6,LIM2,No,0.58771625702478,-,0.989795918367347,0.921140939597315,0.862398986440214
sgPRB1_3,Hbe,R1,T6,PRB1,No,0.588174349869403,-,0.996598639455782,0.917785234899329,0.940955576861617
sgPTEN_3,Hbe,R1,T4,PTEN,No,0.588237282607479,-,0.998299319727891,0.922818791946309,0.955950668858147
sgAADAT_2,Hbe,R2,T5,AADAT,No,0.588461255229501,-,0.993197278911565,0.847315436241611,0.954238574624481
sgZNF432_3,Hbe,R1,T5,ZNF432,No,0.588678150528858,-,0.994897959183674,0.879194630872483,0.948229123864311
sgFAT1_4,Hbe,R1,T5,FAT1,No,0.589054247735696,-,0.994897959183674,0.880872483221476,0.948229123864311
sgC9orf16_1,Hbe,R2,T5,C9orf16,No,0.589075385811571,-,0.993197278911565,0.848993288590604,0.954238574624481
sgUBL5_4,Hbe,R1,T3,UBL5,No,0.58930065572356,+,0.996598639455782,0.958053691275168,0.922673263936447
sgBANF2_1,Hbe,R1,T6,BANF2,No,0.589595969751225,-,0.996598639455782,0.919463087248322,0.940955576861617
sgDCX_3,Hbe,R1,T3,DCX,No,0.589738705854391,-,0.996598639455782,0.959731543624161,0.922673263936447
sgTCAIM_1,Susa,R1,T4,TCAIM,No,0.58977273380936,-,0.998299319727891,0.991610738255034,0.941529128429895
sgCOTL1_4,Hbe,R1,T2,COTL1,No,0.589949735344097,-,0.994897959183674,0.983221476510067,0.764732570880701
sgNLRP8_4,Hbe,R2,T1,NLRP8,No,0.590678988593213,-,0.989795918367347,0.99496644295302,0.522976304615806
sgDCX_3,Susa,R1,T6,DCX,No,0.591019668206123,-,0.996598639455782,0.956375838926175,0.935257156553897
sgEIF4E2_3,Hbe,R2,T5,EIF4E2,No,0.591053812887137,-,0.993197278911565,0.850671140939597,0.954238574624481
sgPLCD4_1,Hbe,R1,T4,PLCD4,No,0.59119311045885,-,0.998299319727891,0.924496644295302,0.955950668858147
sgSPOP_2,Hbe,R1,T3,SPOP,No,0.591413795749625,-,0.996598639455782,0.961409395973154,0.922673263936447
sgDCX_4,Hbe,R2,T5,DCX,No,0.592109158658221,-,0.993197278911565,0.852348993288591,0.954238574624481
sgZNF432_3,Susa,R2,T6,ZNF432,No,0.592209692662265,-,0.989795918367347,0.922818791946309,0.862398986440214
sgBMP10_4,Susa,R2,T6,BMP10,No,0.592269511487956,-,0.989795918367347,0.924496644295302,0.862398986440214
sgUBL5_4,Hbe,R1,T5,UBL5,No,0.592455512264465,+,0.996598639455782,0.880872483221476,0.948229123864311
sgPTEN_3,Susa,R2,T5,PTEN,No,0.592536119269973,-,0.986394557823129,0.937919463087248,0.881129297356526
sgACTL6A_5,Susa,R1,T4,ACTL6A,No,0.592730362453022,+,1,0.991610738255034,0.941529128429895
sgZNF552_2,Hbe,R2,T5,ZNF552,No,0.593125845590115,-,0.993197278911565,0.854026845637584,0.954238574624481
sgSNX16_5,Hbe,R2,T4,SNX16,No,0.593173568104305,-,0.996598639455782,0.919463087248322,0.946659704150116
sgTGIF2LY_6,Hbe,R2,T3,TGIF2LY,No,0.593190190723534,-,0.996598639455782,0.942953020134228,0.910426083184952
sgBMP10_6,Susa,R2,T6,BMP10,No,0.593433631991817,-,0.989795918367347,0.926174496644295,0.862398986440214
sgBMP10_5,Susa,R1,T5,BMP10,No,0.593533133190483,-,0.998299319727891,0.974832214765101,0.94936481303931
sgSOX1_4,Susa,R1,T6,SOX1,No,0.594557524416794,-,0.996598639455782,0.958053691275168,0.935257156553897
sgPTEN_2,Susa,R1,T6,PTEN,No,0.594931844267878,-,0.996598639455782,0.959731543624161,0.935257156553897
sgNLRP5_4,Hbe,R2,T6,NLRP5,No,0.594956859755117,-,0.989795918367347,0.838926174496644,0.959497557412227
sgNLRP4_6,Hbe,R2,T6,NLRP4,No,0.594975568342302,-,0.989795918367347,0.840604026845638,0.959497557412227
sgBANF2_1,Hbe,R1,T3,BANF2,No,0.594998007661709,-,0.996598639455782,0.963087248322148,0.922673263936447
sgMYO1B_5,Hbe,R2,T6,MYO1B,No,0.59580333055836,-,0.989795918367347,0.842281879194631,0.959497557412227
sgSVIP_5,Hbe,R1,T4,SVIP,No,0.595832645450262,-,0.998299319727891,0.926174496644295,0.955950668858147
sgAIG1_4,Hbe,R1,T4,AIG1,No,0.595857077953675,-,0.998299319727891,0.927852348993289,0.955950668858147
sgSPOP_5,Susa,R2,T4,SPOP,No,0.595876192553231,-,0.98469387755102,0.963087248322148,0.845763137469753
sgTGIF2LY_6,Hbe,R2,T6,TGIF2LY,No,0.596181575684971,-,0.989795918367347,0.843959731543624,0.959497557412227
sgSNX16_6,Hbe,R2,T2,SNX16,No,0.596219553739114,-,0.998299319727891,0.979865771812081,0.806402091037757
sgSOX1_1,Susa,R2,T3,SOX1,No,0.596336998418403,-,0.979591836734694,0.966442953020134,0.804724238688764
sgWDR74_3,Susa,R2,T2,WDR74,No,0.596455539420883,+,0.962585034013605,0.986577181208054,0.594176596813222
sgBOLA1_5,Hbe,R1,T6,BOLA1,No,0.596532859150416,-,0.996598639455782,0.921140939597315,0.940955576861617
sgTGIF2LY_3,Hbe,R1,T3,TGIF2LY,No,0.596763561074954,-,0.996598639455782,0.964765100671141,0.922673263936447
sgSOX14_3,Hbe,R1,T4,SOX14,No,0.596961700393749,-,0.998299319727891,0.929530201342282,0.955950668858147
sgSPOP_1,Hbe,R1,T4,SPOP,No,0.596996656289131,-,0.998299319727891,0.931208053691275,0.955950668858147
sgZNF432_3,Hbe,R1,T4,ZNF432,No,0.597064625829136,-,0.998299319727891,0.932885906040268,0.955950668858147
sgSOX1_6,Hbe,R2,T4,SOX1,No,0.597208399287319,-,0.996598639455782,0.921140939597315,0.946659704150116
sgDNAJC15_2,Hbe,R1,T5,DNAJC15,No,0.597450927431967,-,0.996598639455782,0.88255033557047,0.948229123864311
sgTCAIM_2,Hbe,R1,T3,TCAIM,No,0.597895989913168,-,0.996598639455782,0.966442953020134,0.922673263936447
sgAAR2_3,Hbe,R2,T4,AAR2,No,0.598312177743721,-,0.996598639455782,0.922818791946309,0.946659704150116
sgPHF19_1,Hbe,R1,T5,PHF19,No,0.598859815459043,-,0.996598639455782,0.884228187919463,0.948229123864311
